9.7067,59.3963
11.1128,59.2852
5.7163,61.6319
13.068,66.6642
6.5238,61.6097
14.2745,65.9052
9.2812,60.2617
8.4303,60.4129
18.3523,68.8588
9.6115,60.382
17.1619,68.7878
11.3237,62.6705
10.9333,60.8667
7.5349,59.1027
5.2108,60.8462
14.7853,66.921
18.9368,69.6537
11.373,61.13545
10.2359,61.8521
10.2642,63.4182
7.1453,60.3443
10.7322,59.9692
12.8304,64.4697
7.1072,60.7535
6.5447,61.2156
24.9161,70.06
9.8837,59.9125
10.215,59.7462
10.2466,59.357
7.5333,58.35
5.3852,60.3965
8.1483,60.532
6.2833,58.3167
5.7474,60.3692
6.4005,59.2124
5.8618,58.7675
6.7382,60.3725
13.3903,65.4148
6.1468,60.8028
12.2675,64.6038
8.7893,58.3988
9.2667,59.7333
6.5564,60.0578
10.1233,60.3267
8.2423,61.7195
14.975,68.5875
15.739,66.7423
11.0188,60.2481
30.1083,69.679
8.2952,60.615
6.9314,58.4689
8.569,61.124
10.4942,64.0863
7.9034,58.6034
6.222,60.6455
10.7175,59.9128
5.7973,59.345
10.7641,59.9412
9.6536,61.5357
14.9075,66.5068
8.8333,60.883
9.1809,59.2209
7.6922,62.5623
6.1138,62.2034
11.919,64.4871
11.3787,62.5742
9.0357,61.4865
8.6333,59.5
6.9292,59.6548
8.7667,58.4667
10.0267,59.7358
6.1963,60.3696
13.0167,66.2
10.4004,61.7813
11.7617,62.2477
10.537,60.0238
10.5242,59.0272
10.5919,60.1473
10.2167,61.4333
7.2385587,62.2473791
16.1199,69.3237
7.9269,61.3747
10.8583,60.7178
14.2458,65.3675
12.5039,61.1349
9.1217,61.8776
5.3305,60.2728
5.3876,60.4021
10.4825,63.3267
11.5482,61.1934
10.5753,60.295
8.3331,58.8681
5.5547,61.8892
11.5465,59.68215
5.7267,58.8407
11.8744,62.8992
12.0333,61.4167
14.3827,67.28436
6.7074,58.6671
7.326,61.6718
5.3441,60.3945
20.2176,69.576
8.7753,62.722
8.1706,61.9013
21.024,69.7553
11.05,60.4167
10.5711,60.0965
10.9583,60.7908
10.1102,60.0858
5.0333,61.6
13.9078,66.0775
10.7143,60.202
9.3001,60.9162
8.2735,59.0095
7.89,58.2153
11.3876,62.4699
25.4817,69.4683
11.971,60.626
7.3673,59.7684
9.2557,59.2819
6.1508,62.4755
10.045,59.5927
12.356,60.3925
7.8167,59.6333
8.0189,60.6606
6.5397,61.9256
11.16852,60.2465
7.9624,59.4459
5.6,59.5
14.2632,66.4147
23.0335,68.9968
9.8732,59.9123
5.2605,59.1498
9.8661,60.0263
10.435,59.8342
7.7543,59.714
6.8167,62.4775
6.3582,58.325
11.36195,59.7613
7.5209,59.868
8.8,60.2667
6.4287,59.8781
11.33,64.085
8.1767,62.473
9.2594,59.5551
10.8213,61.7295
8.0356,59.2426
8.1146,59.2931
6.3758,61.4202
10.0667,59.0572
6.408,60.6285
11.2151,60.3298
12.5563,64.2625
5.4008,61.3637
9.6667,63.6833
8.473,59.866
7.25,60.6667
11.7823,59.8703
7.3454,59.3519
9.1167,61.1
8.0532,58.0732
11.5669,63.0556
9.7689,61.3453
8.7,58.7667
8.4218,62.6855
9.3359,58.8947
10.271,62.5962
9.8667,59.7333
10.645,60.6019
7.1517,62.7351
7.4002,58.4222
19.2803,69.0178
25.3667,71.1
11.388,59.1223
11.5582,59.8725
7.0343,61.4807
10.8792,59.892
18.95,69.652
8.0357,61.0246
14.5733,67.0083
8.9497,59.6133
8.9487,58.8857
9.1542,60.0518
5.5413,61.1124
7.072,60.4608
11.0776,61.8857
8.9978,63.2584
5.3086,60.3967
31.0962,70.3707
6.715,58.8204
6.5787,59.9314
11.4985,64.4688
6.722,61.6152
5.9202,58.8185
5.893,61.9437
7.291,59.5736
10.6,60.2
11.1437,62.9287
10.3053,61.4623
8.6033,60.857
4.835,60.6208
10.7894,59.9719
9.5988,61.5735
8.6703,60.1283
7.7087,61.2361
12.2,65.4667
12.069,67.5061
9.8175,59.863
11.1384,59.7628
6.0188,60.7782
30.0641,69.4573
7.8233,60.5166
8.2424,61.7198
7.4403,59.6402
9.4905,60.8346
9.9352,61.5655
8.85,58.7333
10.7175,59.9128
9.987,59.3933
7.1782,58.4927
7.2333,59.4667
8.0368593,61.1098838
9.51,60.0122
11.95,61.7833
10.7809,59.9155
27.9865,70.0785
9.2205,63.038
9.1039,62.5453
9.5109,61.0254
7.55,58.1667
11.0183,62.5171
7.506,60.8282
6.0586,61.5349
6.5238,59.3798
5.4342,61.232
13.8958,65.8167
7.2246,61.9322
7.1228,60.7353
5.9817,58.6855
6.6467,59.0552
9.1167,58.8
11.1442,61.3987
10.45604,59.23662
9.4167,60.9223
5.8938,60.464
12.4003,60.6914
7.4597,58.0287
8.0317,59.7057
6.925,60.7023
7.6895,61.4948
4.8723,59.3065
10.7373,62.2962
8.9727,61.0958
8.2012,59.4977
5.3167,59.9167
9.0372,59.455
6.359,59.6546
11.8898,61.047
10.6878,60.0513
9.0239,60.2063
5.4677,61.589
6.5,59.4917
11.1132,63.2088
7.2415,62.0765
9.5369,59.4463
12.846,64.7422
11.3536,63.4871
5.9257,61.1648
9.5468,61.77
11.7833,61.3167
12.1145,60.1106
10.0843,60.8298
10.5954,60.9518
10.3727,59.8042
7.0616,58.137
6.8238,59.8305
10.3267,59.484
7.4128,58.6172
5.9655,59.6648
7.8591,62.4356
12.0061,63.664
9.7178,60.6217
14.564,68.2328
9.952,61.005
14.1002,66.3333
11.6506,59.4829
6.9227,59.0232
6.1164,61.4911
6.5735,60.792
5.9333,60.8383
6.6092,61.708
17.4412,69.1442
9.9167,60.2467
9.1385,60.8282
8.1932,60.9338
8.2888,58.633
6.271,60.1142
8.4647,59.1583
9.2668,59.1444
10.6667,59.434
8.2295,58.7938
10.6344,63.6852
9.7806,59.578
18.6139,69.1293
7.6833,58.9667
10.2734,59.9047
8.35,58.5222
9.3973,60.0255
6.6502,62.0033
6.65,58.3
5.0667,61.35
9.5667,59.8333
8.8333,59.0958
9.1285,62.0767
6.9335,61.3348
8.3725,62.238
11.1338,59.3072
10.0052,60.5575
10.4146,63.4319
8.8557,61.2433
6.3195,61.3462
6.0948,61.4247
7.065,58.8792
8.7687,59.2647
6.203,58.6954
8.9333,58.6167
10.4644,61.1153
8.5598,59.0174
7.9167,58.4595
9.5167,59.2108
8.3529,61.2076
6.95,58.3167
10.3257,64.2448
11.4478,59.9297
4.7106,60.7528
7.1537,62.5568
6.5809,61.0867
9.6322,62.6078
11.8731,67.4102
8.3851,61.7497
4.8795,59.3077
10.7833,59.8667
11.0639,60.7953
9.02,59.7298
11.4456,61.3087
7.4855,61.0977
5.6308,60.9105
9.6738,60.8859
28.1941,70.4019
10.3,60.1
