5.6635,60.1599
11.2002,64.2508
10.7408,59.92735
8.725,59.9167
12.2498,61.3263
9.155,61.6917
11.558,60.3883
10.7031,61.1034
5.3412,60.3882
8.5291,62.8295
7.8109,61.0361
6.1167,61.35
26.9722,70.5492
10.6192,59.992
5.4926,60.6339
7.7304,63.113
7.4278,61.4407
8.8156,58.6816
6.6612,60.3288
6.805,60.5918
11.2552,63.4386
6.8223,61.6637
10.3754,62.2394
6.9443,58.6577
9.8124,63.2674
14.8003,68.8174
10.0467,62.1264
8.5645,59.5655
9.3562,61.738
10.6641,59.9605
6.1707,61.791
8.8083264,59.7464781
8.2436,62.9838
16.0712,67.1348
5.7278,58.9563
9.5778,62.222
8.6826,58.5573
9.656,59.3146
6.809,59.5887
8.5193,59.3165
10.4012,60.123
10.6066,60.7265
10.5555,60.0199
25.5472,70.3172
10.0505,61.5991
10.731,60.1279
10.6692,60.1067
9.964,59.1963
9.6252,60.855
27.85,71.0333
11.6803,60.253
10.06,60.4635
8.038,59.169
11.3,63.75
8.5933,58.3421
7.1887,61.2925
5.3953,60.3827
6.657,58.4117
9.0107,63.0043
8.57,61.8373
8.7345,59.1707
12.3807,60.7046
11.8502,61.8442
6.003,58.4527
10.1398,61.8902
8.1857,58.3077
5.798,61.328
6.1625,58.536
12.4692,64.1587
15.984,67.8079
11.6599,59.3006
5.8277,60.5893
8.5633,60.6305
6.6238,60.1326
7.8895,60.023
5.6667,58.6167
23.25,69.9667
10.4019,62.4349
9.5778,59.6708
6.9644,58.3599
6.7306,60.6848
8.8043,62.1222
4.9538,61.0906
8.0954,59.8091
8.9541,60.7019
9.4122,58.8695
8.1661,61.1802
7.982,58.164
9.0955,60.5742
9.5958,60.137
11.0409,59.9946
5.9909,59.8591
6.951,59.8494
12.1772,60.6691
8.7511,60.4629
7.0117,60.7258
10.8177,60.0819
11.882,62.642
7.5021,60.6028
6.695,58.097
10.5493,64.7977
11.5605,60.892
10.5379,60.8101
7.2541,60.4272
6.8627,61.1802
9.8259,62.8708
6.5443,62.8634
11.1931,61.7194
11.2241,59.3398
7.6167,62.0167
6.9183,58.9455
7.8591,62.4356
10.0187,63.1155
29.7423,70.0754
14.6,66.1667
11.6067,59.1473
9.172,61.7928
13.9909,65.5976
9.0677,59.0993
10.7818,59.6605
10.1872,59.725
10.4807,60.442
